Nome: SAO PAULO - INTERLAGOS
Codigo Estacao: A771
Latitude: -23.72444443
Longitude: -46.67749999
Altitude: 771
Situacao: Operante
Data Inicial: 2020-12-31
Data Final: 2025-12-31
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);PRESSAO ATMOSFERICA MEDIA DIARIA (AUT)(mB);TEMPERATURA DO PONTO DE ORVALHO MEDIA DIARIA (AUT)(°C);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA (AUT)(%);VENTO, RAJADA MAXIMA DIARIA (AUT)(m/s);VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s);
2025-05-25;0;932,9;13,7;25,2;18,1;14,5;76,6;50;6,5;1,5;
2025-05-26;,4;931,4;15,2;26,5;19,6;15,3;77,8;41;4,5;,9;
2025-05-27;,2;930,2;15;26,4;20,2;16;74,3;47;9,1;1,4;
2025-05-28;0;927,6;14;26,8;21,1;18,2;64,2;47;16,1;2,9;
2025-05-29;1,2;929,7;10,1;20,8;16,4;12,5;68,3;38;12,5;3,1;
2025-05-30;0;932,4;8,8;17,7;12,9;8,8;77,1;58;7,3;1,6;
2025-05-31;0;931,8;13;22,7;15,5;12,8;85,7;59;6;1,6;
2025-06-01;,2;933,3;13,2;20,3;16;13;84,5;60;7,4;1,6;
2025-06-02;0;934,8;14,9;20,7;17,1;15,2;87,3;68;8,1;2,3;
2025-06-03;0;932,3;15,4;22,4;17,9;16,5;85,9;55;8,2;1,1;
2025-06-04;1,8;929,5;14,7;27,2;19,5;14,1;76,2;49;9,5;1,4;
2025-06-05;5;929,3;16,1;24;17,8;15,7;90,1;62;10,6;1,4;
2025-06-06;11,4;930,2;15,3;18,4;16,8;15,4;91,3;79;6;1,2;
2025-06-07;,2;929,6;15,6;23,8;18,1;15,4;86,5;59;6,4;1,3;
2025-06-08;6,2;927,1;15,8;20,8;17,8;16,3;88,3;64;8,9;1,4;
2025-06-09;8;927,9;14;17,6;15,3;14;91,8;77;6,4;1,6;
2025-06-10;,4;930,5;12,6;16,7;14,3;13,2;90,2;75;6,8;1,8;
2025-06-11;2;932,6;10,5;16,2;13;11,8;85,5;65;9,7;2,4;
2025-06-12;2;934;9,3;15,3;11,6;9,2;86,2;66;9,6;2,9;
2025-06-13;,2;934,4;9,8;18,3;13;10,1;81,7;54;7,8;2;
2025-06-14;,2;934,1;10,2;19,9;14,3;11,2;77,4;55;6,9;1,4;
2025-06-15;0;931,6;10,2;19,3;14,8;12;74,8;55;8,6;1,6;
2025-06-16;,2;933,7;12,5;24,1;16,3;11,8;80;49;6,1;1,4;
2025-06-17;,2;933,5;12,1;25,2;17,5;13,1;73,8;38;4,6;1;
2025-06-18;,2;933,1;11,2;24,4;17,5;12,7;70,3;39;9,4;1,2;
2025-06-19;0;932,4;12,5;26,5;18,2;12,6;72,3;36;5,9;1;
2025-06-20;0;930,2;12,5;26,4;19;14,6;69,2;35;8,9;1,2;
2025-06-21;0;926,9;13,7;24,7;17,9;15,4;77,1;56;7;1,2;
2025-06-22;1,8;925,9;14,7;21,9;17,8;15,3;83,2;61;7,8;,7;
2025-06-23;,2;923,5;14,1;24,5;18,5;15,9;76,5;48;14,5;2,4;
2025-06-24;27;928,2;8,2;17,3;14,2;11,9;72,1;26;9,3;1,8;
2025-06-25;,4;932,1;7,1;18,7;10,7;5,9;80,3;46;5,7;1,3;
2025-06-26;,2;929,7;12,4;27,3;17,6;8,8;74,1;45;9,9;1,6;
2025-06-27;5;931,6;15,4;21,7;17,6;15,4;87,6;66;8,3;1,6;
2025-06-28;,4;932,1;15,9;24;17,8;15;89,5;63;5,4;1,3;
2025-06-29;,2;928,9;14,2;27,1;21;16,4;67;46;10,8;2,2;
2025-06-30;0;932,4;14,4;20,3;16,2;15,1;89,2;71;6,8;2,1;
2025-07-01;0;935,5;12;14,4;13,4;13,5;91;83;8;2,8;
2025-07-02;,4;937,8;9,5;11,5;10,6;9,8;92,8;86;7,9;2,5;
2025-07-03;,2;938;10,2;12,6;11,1;10;93,9;87;5,9;1,9;
2025-07-04;1;937,2;11,6;16,5;13,1;11,1;90,8;76;7,5;2;
2025-07-05;,2;935,3;11;21,8;14,3;9,9;82,3;42;6,8;1,4;
2025-07-06;,2;934;11,1;17,5;13,1;11,2;88,3;67;6,9;1,2;
2025-07-07;0;935,1;11,4;18,1;14,1;11,8;84,7;63;7,2;2;
2025-07-08;0;933,7;12,1;23,5;15,7;13;81,1;41;8,5;1,5;
2025-07-09;,2;935,9;11;16,8;12,9;10,5;88,1;67;7,5;1,8;
2025-07-10;0;937,2;12,3;18,6;14,7;12,6;86,3;65;8,1;2,4;
2025-07-11;0;937;13;22,1;15,8;12,6;85,1;43;8;1,5;
2025-07-12;0;936,4;13,9;20,6;16,2;14,3;87,2;65;8,3;1,9;
2025-07-13;0;936,4;12,4;20,7;16,1;13,9;79,8;50;8,5;2;
2025-07-14;,2;935,8;11,4;19,9;14,4;10,3;83,8;49;6,3;1,4;
2025-07-15;,2;934,1;10,7;21,3;14,7;9,8;80,5;38;5,1;,9;
2025-07-16;,4;932,8;9,4;23,3;15;9,6;74,8;24;7,4;1;
2025-07-17;,2;930,7;9,1;25,3;16,6;10,5;65,5;33;9,2;1,5;
2025-07-18;0;929,3;11,2;25,1;15,2;12,3;78,6;43;8,7;1,6;
2025-07-19;,2;933,3;9,9;17,5;12,4;8,7;86;60;7,4;1,6;
2025-07-20;0;933,3;10,4;18,2;13,7;11,4;80,9;64;7,5;2,1;
2025-07-21;0;930,8;12,8;22,4;15,8;12,5;83,7;55;7,9;1,6;
2025-07-22;0;929,6;12,2;26,4;17,7;12,8;75,1;36;9;1,3;
2025-07-23;0;932,6;10,4;19,9;14,9;11,1;75,6;47;7,8;1,6;
2025-07-24;0;933,3;12,8;17,4;14,4;12,3;90,5;76;7,9;2,2;
2025-07-25;,4;931,2;13,6;17,8;15,4;13,8;89,4;77;5,3;1,5;
2025-07-26;,4;930,8;12,4;24,8;17,5;12,8;75;43;5,3;1,1;
2025-07-27;,2;928,2;12,4;28,3;20;14,4;65,8;31;8,7;1,3;
2025-07-28;6,4;925,2;13,3;22,9;19,7;14,7;67,2;53;21,7;4,5;
2025-07-29;0;930;7,1;19,6;14,7;10,1;64,5;24;11;2;
2025-07-30;,2;933,6;7,2;14,3;10,2;6,7;82,8;58;6,8;1,7;
2025-07-31;0;935,9;9;16,6;12,2;9,4;81,3;59;9,5;2,9;
2025-08-01;0;935,9;10,5;23,6;15,1;10,5;77,4;35;7,2;1,5;
2025-08-02;,2;934,1;10,1;25,8;17,6;12,3;65,8;29;4,8;1,1;
2025-08-03;0;932,1;8,1;26,8;18,6;11,6;54,3;23;8,8;1,5;
2025-08-04;0;933;11,7;23,6;15,4;11,9;80,8;37;7,2;1,4;
2025-08-05;0;934,6;12,8;20,3;15,3;13,5;85,6;67;6,3;1,9;
2025-08-06;8,2;934,2;12,7;16,8;13,9;12,6;92,3;84;6,7;1,7;
2025-08-07;2,4;930,3;12,9;24,9;16,2;12,3;83,4;38;7;1,4;
2025-08-08;,2;926,5;13,1;25,7;16,7;12,9;82,3;38;11,5;1,6;
2025-08-09;,6;928,1;10,3;19,6;12,5;10,8;86,8;38;7,5;2,1;
2025-08-10;,2;931,8;7,9;13,2;10,2;7,5;85,9;73;7,4;1,8;
2025-08-11;0;932,1;7,9;16,1;10,9;7,9;82,6;55;8;2,3;
2025-08-12;0;931,1;9,3;16,9;11,9;7,8;85,2;60;7,5;1,9;
2025-08-13;,2;930,3;8,9;25,7;15,9;9,6;70,3;23;7,1;1,5;
2025-08-14;,2;933,4;10,5;17,1;13;9;85,8;63;7,9;2;
2025-08-15;0;935,4;10,8;17,5;13,8;11;83,2;62;9,5;3;
2025-08-16;0;933,3;12,9;18,4;15,1;13,4;87,1;68;8,5;2,5;
2025-08-17;0;931,6;13,9;22,3;16,4;14,5;86,2;62;7,9;1,8;
2025-08-18;,2;932,7;12,7;20,3;15,2;12,4;85,7;59;8,5;1,9;
2025-08-19;0;930,7;13,5;23,9;17,1;13,4;80,5;53;9,2;2,1;
2025-08-20;0;928,9;13,9;28,4;20,4;15,8;67,7;37;7,2;1,4;
2025-08-21;0;929,6;14;30;21,8;17,1;62,8;38;8,3;1,8;
2025-08-22;0;928,5;14,1;32,3;22,4;14,9;64,5;29;6,5;1,1;
2025-08-23;0;927,4;10,4;32;24,4;18,7;44,3;18;11,2;1,9;
2025-08-24;0;931,4;13,3;24;16,4;14,4;83,3;40;8,4;2,4;
2025-08-25;,4;932,8;13,4;24,5;15,5;13,2;88,5;57;9,3;2,1;
2025-08-26;0;934,1;13;16,1;14;12,5;93,3;87;7,3;2,1;
2025-08-27;9;933,8;14,5;21,5;15,8;14,1;92,5;68;7,8;2,1;
2025-08-28;,2;934;14,3;22,2;16,1;14,1;89,7;64;9,3;2,2;
2025-08-29;,6;932,3;14,5;17,9;15,6;14,3;93,3;85;7;2,2;
2025-08-30;0;933,4;14,3;20,7;16,6;13,8;87;68;9,5;2,5;
2025-08-31;,2;933,9;14;21,8;16,6;12,9;85,3;57;10;2,3;
2025-09-01;0;934,9;15,3;23,1;17,7;15,7;86,5;58;10,4;2,5;
2025-09-02;0;934,3;15,1;26,7;19,1;16,4;79,1;44;7,9;2,3;
2025-09-03;0;932,3;14,4;28;20,1;15,1;72,9;32;6,2;1,4;
2025-09-04;0;930,7;11,6;29,8;21,7;15,5;56,5;26;6,5;1,4;
2025-09-05;0;930,2;12,8;27,4;19,2;16,8;69,2;35;9,4;1,7;
2025-09-06;,6;932,9;13,5;18;15;13,8;91;75;9,3;2,8;
2025-09-07;,6;933,8;14,2;17,7;15,3;13,9;93,2;85;8,1;2,8;
2025-09-08;,2;930,9;16,1;28,1;19,3;15,5;84;52;6,2;1,8;
2025-09-09;0;927,4;13,3;27,8;22;17,4;60,4;36;13,8;2,5;
2025-09-10;0;931;13;23,5;16,6;12,9;80,3;48;10,4;2;
2025-09-11;,2;931,3;11,4;30,8;18,1;11,3;72,5;21;8,3;1,7;
2025-09-12;0;932;12,3;16,7;14,8;13,5;85,2;73;7,8;2,5;
2025-09-13;,2;932,2;12,7;19,3;15,4;13,7;84,5;64;9,5;3,2;
2025-09-14;0;931,8;12,9;23;16,1;12,8;82,5;54;10,9;2,7;
2025-09-15;0;930,2;14,5;24,2;17,7;14,6;82,6;58;8,6;2,4;
2025-09-16;0;928;15,2;23,3;18,4;16,1;81,9;59;8,6;1,4;
2025-09-17;0;929,7;13,7;22,8;17,2;14,7;81,2;52;9,1;2,2;
2025-09-18;2;930,8;14,2;21,6;16,8;14,1;85,4;63;8,9;2,7;
2025-09-19;,2;928,7;15,3;31,8;20,1;16;77,4;30;7,7;1,8;
2025-09-20;,2;926,5;15,7;33,1;22,6;16,2;70,8;27;10,5;2,2;
2025-09-21;0;922,3;15,1;33,9;25,3;19,1;56,5;31;15,9;2,5;
2025-09-22;18;921,1;17,7;22,1;19,2;18,5;91,3;80;10,9;2,2;
2025-09-23;43,2;931;13;19;14,9;13,1;88,7;74;8,7;3,1;
2025-09-24;0;936,8;13,4;16,8;14,7;13,7;91,8;83;11,2;3,4;
2025-09-25;,2;938,5;12;15,2;13,6;13,2;89,8;81;12,1;4,2;
2025-09-26;2,8;936,4;10,8;16,5;13,5;11,5;84,5;68;12,2;3,9;
2025-09-27;0;933,4;11,3;20,2;15,2;11,7;78,3;55;9,3;2,8;
2025-09-28;,2;930,3;12,4;29;16,6;12;78,4;34;9,7;1,7;
2025-09-29;0;930,2;14,7;27,8;20;15,2;74,3;40;8,3;1,6;
2025-09-30;,2;930,2;15,5;30,1;20,5;14,1;76,3;43;7,1;1,6;
2025-10-01;0;931,4;15,4;24,2;18,7;16,2;81,6;62;8,1;2,3;
2025-10-02;0;932,8;15,4;20,8;17,3;16,3;89,3;76;7,4;2,3;
2025-10-03;,4;931;16,3;27,4;19;16,1;85,6;50;9,1;1,9;
2025-10-04;0;930,7;15,6;24,1;19,4;16,2;80;54;6;1,3;
2025-10-05;,2;928,1;14,9;32,2;23,8;17,2;60;30;6,5;1,4;
2025-10-06;0;924,9;14,2;34,9;26,5;19,4;50,4;21;9,6;1,8;
2025-10-07;,2;928,3;15,8;26,1;17,9;17,7;88,1;52;11;3,3;
2025-10-08;2,6;931,9;13,5;15,6;14,4;13,8;94;86;10,2;3,4;
2025-10-09;7,4;932,6;13,4;17,3;14,5;12,8;93,8;84;10,5;3,2;
2025-10-10;4,2;930,6;14,7;18,8;15,6;14,1;94,1;81;6,8;1,6;
2025-10-11;28,6;928,4;15,7;23,9;17,6;15,1;89,7;61;8,1;1,5;
2025-10-12;0;925,2;16,5;30,7;21,8;15,3;76;38;8,4;1,5;
2025-10-13;2;922,7;16,7;26,7;21,3;17,3;76,2;55;17,5;3,1;
2025-10-14;0;927,5;15,2;23,3;19,7;18,2;76,6;53;10,5;2,7;
2025-10-15;0;931;14,7;20,2;16,6;14,6;88,6;75;8,1;2,8;
2025-10-16;0;928,6;16;28,4;19,1;15,6;84;46;8,8;2;
2025-10-17;,2;925,6;16,4;32,5;21,2;14,5;77,2;38;8,2;1,4;
2025-10-18;18,2;924,2;18,1;22;19,4;17,4;92,4;84;10,1;2;
2025-10-19;9;930,8;11,4;17,8;13,3;12,3;88;72;20,5;4,2;
2025-10-20;3,4;934,7;9,7;17,1;13,5;11,2;78,7;59;11,6;4,1;
2025-10-21;,2;936,3;9,5;18,5;14,1;10,8;74,3;51;11,3;3,9;
2025-10-22;0;936,3;10,3;20,4;14,8;10,5;75,4;41;11,6;3,1;
2025-10-23;,2;935;10,7;22,1;16;11,6;72,8;37;10,4;2,6;
2025-10-24;0;932,8;11,9;24,5;17,2;12,8;72,8;40;8,3;2,3;
2025-10-25;0;928,8;13,2;31;20,6;14,2;66,3;29;7,9;1,7;
2025-10-26;0;926;13,9;31,4;23;17,8;59,9;27;7,5;1,7;
2025-10-27;0;928,2;16,3;21,2;18,5;16,5;87;70;7,2;1,3;
2025-10-28;1,8;929,6;16,9;18,6;17,7;17;95,3;91;5,2;1,6;
2025-10-29;35,6;927,1;17,7;27,7;20;16,9;88;57;11,2;1,9;
2025-10-30;5,4;929,8;14,2;17,8;15,4;14,7;92,9;80;8,1;2,5;
2025-10-31;4,2;928,3;15,1;20,4;16,3;14;92,7;76;6,1;1,4;
2025-11-01;1,8;927,5;16,7;29,8;19,4;15,6;86,3;44;10,4;1,6;
2025-11-02;25,8;925,5;17,7;21,8;18,9;17;92,9;83;12,4;1,5;
2025-11-03;3,8;924,2;17,7;27,6;21;17,1;83;56;10,5;1,8;
2025-11-04;0;925,7;17,6;26,1;19,6;16,9;89;64;9,5;1,6;
2025-11-05;0;925,4;18,7;30,6;23,4;18,1;76,5;55;10,7;1,9;
2025-11-06;,2;928,3;14,5;23;17;15,1;85,5;67;11,1;3,1;
2025-11-07;2,2;924,2;14,5;20,8;16,3;14,2;89,5;75;8;2,4;
2025-11-08;13,4;919,2;16,9;27,2;20,3;15,5;82;57;12,6;3,1;
2025-11-09;2,2;928,9;13,4;18,4;15,2;13,8;89,1;73;12,5;2,9;
2025-11-10;1,2;931,6;11,5;20,3;15,6;12,6;77,6;54;9,4;3;
2025-11-11;0;931;12,8;22,1;16,5;13;79,7;56;9;2,7;
2025-11-12;0;928,6;14,7;27;19,2;14;76,6;47;8,1;1,8;
2025-11-13;0;928,5;15,9;26,5;19,9;15,6;79,8;44;5,7;1,1;
2025-11-14;0;930,4;15;22,6;18,3;16,1;81,7;65;7,7;1,8;
2025-11-15;0;929,1;16,1;23,9;18,4;15,7;87;64;8,4;2,2;
2025-11-16;2;925,2;18,1;26,9;21,1;17,5;84,5;62;7,6;1,3;
2025-11-17;,2;923,2;18,9;27,8;22,2;20,3;82,3;61;8,8;1,8;
2025-11-18;5,2;921;17,8;24,9;20,4;17,4;85,6;66;11,9;2,4;
2025-11-19;4;923,3;13;23,1;18,4;14;71,5;55;10,2;2,6;
2025-11-20;0;927,7;13,3;21,3;17,4;15;78,1;61;10,7;3,1;
2025-11-21;0;926,4;12,7;30,5;20,1;14,2;65;33;8,5;2;
2025-11-22;0;925,6;16,7;29,1;21,3;17,3;76,9;43;9,5;1,7;
2025-11-23;0;927;16,7;22,1;18,7;17,4;88,8;75;8,6;2,5;
2025-11-24;14,4;925,6;16,2;21,9;17,8;16;90,6;70;9,1;2,1;
2025-11-25;,6;926,1;14,3;21,5;17;14,6;84,4;62;9,1;2,6;
2025-11-26;0;927,8;12,9;22,5;17,6;13,8;75,7;51;9,5;2,4;
2025-11-27;,2;928,3;13;21,5;16,3;11,9;81,1;64;10,1;2,5;
2025-11-28;,2;925,6;16,4;28,5;20;15,8;80,9;45;8,1;1,9;
2025-11-29;,2;923,8;15,6;29,3;22,2;16,9;69,8;35;10,2;1,8;
2025-11-30;0;924;16,4;30,5;21,1;15,7;78;35;9,2;2;
2025-12-01;0;923,5;18,4;27,9;20,8;18,4;86,9;59;8,5;2,2;
2025-12-02;null;null;null;null;null;18,6;82;48;8,9;null;
2025-12-03;2,2;922,9;18,3;27,3;20,7;17,5;87;59;9,3;1,8;
2025-12-04;1,4;925,1;16;22,8;18,7;16,8;84,7;61;8,6;2,9;
2025-12-05;,2;926,4;16,1;25,1;19,2;16,2;83,2;59;11,1;2,5;
2025-12-06;0;926,5;17,3;29,3;21,3;16,5;79,5;48;8,9;1,9;
2025-12-07;,2;926,3;18,4;33,1;22,4;18,2;81,1;37;8,7;1,5;
2025-12-08;0;925,3;18,8;28;20,4;18,1;91,2;63;10,6;1,5;
2025-12-09;33,8;919,9;19,4;22;20,4;18,7;94;82;10,9;2;
2025-12-10;49,2;915,3;16,8;28,7;22,9;17,8;71,4;45;20,8;5,2;
2025-12-11;0;919;13,4;30,3;24,8;20,2;51,4;27;14,7;3,8;
2025-12-12;0;921,5;15,5;30,8;22,8;18,1;66,1;39;12,2;1,7;
2025-12-13;28,8;921,5;19;27,8;21,1;18,5;88,3;60;10,2;1,8;
2025-12-14;8;922,8;19,4;27,5;22,1;19,3;85,3;65;8,5;1,9;
2025-12-15;10,6;922,4;20,1;31,3;24,3;19,5;79,5;48;8,4;1,8;
2025-12-16;,2;922,1;20,5;31,8;24,2;21;81,4;51;11,7;2,3;
2025-12-17;3,2;927,4;14,8;20,6;16,6;15,1;89;82;14,9;3,7;
2025-12-18;,6;926,9;15,2;21,2;17,5;15,3;86,5;69;8,6;2,7;
2025-12-19;,2;926,7;17,4;21,8;19,1;17,6;90,2;74;8;2,2;
2025-12-20;,6;927,5;18,2;24,8;20,7;18,5;86,3;67;9,6;2,8;
2025-12-21;0;926,6;17,9;31,9;23,1;17,9;75,4;32;8,9;1,8;
2025-12-22;0;925,4;18;32,8;24,9;21,2;66,7;36;8;1,7;
2025-12-23;0;925,7;18,2;34,1;27,3;22,7;60;33;9,5;1,7;
2025-12-24;0;925,6;17,8;34,8;27,4;22,9;57,1;33;8,8;1,4;
2025-12-25;0;925;18,5;35,5;27,6;21,2;59,4;32;8,3;1,4;
2025-12-26;,4;926;19,3;34,4;27,5;22;63,2;33;9,6;2;
2025-12-27;0;926,3;20,1;35,9;26;21,2;72,6;32;8,3;1,3;
2025-12-28;0;925;20,4;35,3;26,6;22,4;71,7;30;9,7;1,8;
2025-12-29;0;924,6;21,3;30,3;25,5;23,1;78,5;58;9,9;1,8;
2025-12-30;8,6;925,2;20,6;33,7;25,2;21,2;78,3;43;8,2;1,7;
2025-12-31;12,2;926;20,1;32,3;24,9;19,8;76,5;48;8,8;1,8;

